id,posttypeid,acceptedanswerid,creationdate,score,viewcount,body,owneruserid,lasteditoruserid,lasteditordisplayname,lasteditdate,lastactivitydate,title,tags,answercount,commentcount,favoritecount,communityowneddate
60,2,,2008-08-01T13:14:40.007,15,,"<p>Unfortunately when it comes to memory management in <em>Flash/actionscript</em> there isn't a whole lot you can do. ActionScript was designed to be easy to use (so they didn't want people to have to worry about memory management)</p>

<p>The following is a workaround, instead of creating a <code>ByteArray</code> variable try this.</p>

<pre><code>var byteObject:Object = new Object();

byteObject.byteArray = new ByteArray();

...

//Then when you are finished delete the variable from byteObject
delete byteObject.byteArray;
</code></pre>

<p>Where <code>byteArray</code> is a dynamic property of <code>byteObject</code>, you can free the memory that was allocated for it.</p>
",41,2354564,,2014-07-11T14:58:07.480,2014-07-11T14:58:07.480,,,,0,,
61,1,,2008-08-01T13:17:20.640,44,2668,"<p>Where can I find a list of all of the MIME types and the identifying characters for Microsoft Office 2007 files?</p>

<p>I have an upload form that is restricting uploads based on the extensions and identifying characters, but I cannot seem to find the Office 2007 MIME types.</p>

<p>Can anyone help?</p>
",,1695458,user8529958,2017-12-21T14:55:01.680,2018-03-27T15:17:31.530,"Microsoft Office 2007 file type, Mime types and identifying characters",<mime><file-type><office-2007>,1,0,2,2013-04-11T20:15:23.130
62,2,,2008-08-01T13:18:37.640,53,,"<p><strong>The problem is that the Distinct
 operator does not grant that it will
 maintain the original order of
 values.</strong></p>

<p>So your query will need to work like this</p>

<pre><code>var names = (from DataRow dr in dataTable.Rows
             select (string)dr[""Name""]).Distinct().OrderBy( name =&gt; name );
</code></pre>
",45,1248536,,2014-08-19T23:17:56.597,2014-08-19T23:17:56.597,,,,0,,
65,2,,2008-08-01T13:20:44.283,24,,"<p><a href=""http://www.bram.us/2007/05/25/office-2007-mime-types-for-iis/"" rel=""noreferrer"">Office 2007 MIME Types for IIS</a></p>

<ul>
<li><code>.docm</code>, application/vnd.ms-word.document.macroEnabled.12</li>
<li><code>.docx</code>, application/vnd.openxmlformats-officedocument.wordprocessingml.document</li>
<li><code>.dotm</code>, application/vnd.ms-word.template.macroEnabled.12</li>
<li><code>.dotx</code>, application/vnd.openxmlformats-officedocument.wordprocessingml.template</li>
<li><code>.potm</code>, application/vnd.ms-powerpoint.template.macroEnabled.12</li>
<li><code>.potx</code>, application/vnd.openxmlformats-officedocument.presentationml.template</li>
<li><code>.ppam</code>, application/vnd.ms-powerpoint.addin.macroEnabled.12</li>
<li><code>.ppsm</code>, application/vnd.ms-powerpoint.slideshow.macroEnabled.12</li>
<li><code>.ppsx</code>, application/vnd.openxmlformats-officedocument.presentationml.slideshow</li>
<li><code>.pptm</code>, application/vnd.ms-powerpoint.presentation.macroEnabled.12</li>
<li><code>.pptx</code>, application/vnd.openxmlformats-officedocument.presentationml.presentation</li>
<li><code>.xlam</code>, application/vnd.ms-excel.addin.macroEnabled.12</li>
<li><code>.xlsb</code>, application/vnd.ms-excel.sheet.binary.macroEnabled.12</li>
<li><code>.xlsm</code>, application/vnd.ms-excel.sheet.macroEnabled.12</li>
<li><code>.xlsx</code>, application/vnd.openxmlformats-officedocument.spreadsheetml.sheet</li>
<li><code>.xltm</code>, application/vnd.ms-excel.template.macroEnabled.12</li>
<li><code>.xltx</code>, application/vnd.openxmlformats-officedocument.spreadsheetml.template</li>
</ul>
",35,5898312,,2017-01-02T03:57:33.723,2017-01-02T03:57:33.723,,,,0,,
66,1,4521,2008-08-01T13:20:46.890,76,4374,"<p>How do you page through a collection in LINQ given that you have a <code>startIndex</code> and a <code>count</code>?</p>
",17,1039608,Keith,2012-05-04T09:03:54.213,2018-04-08T18:47:49.823,Paging a collection with LINQ,<linq><.net-3.5>,4,0,5,
68,2,,2008-08-01T13:22:04.483,62,,"<p>It is very simple with the <code>Skip</code> and <code>Take</code> extension methods.</p>

<pre><code>var query = from i in ideas
            select i;

var paggedCollection = query.Skip(startIndex).Take(count);
</code></pre>
",17,1039608,,2012-05-04T09:04:26.523,2012-05-04T09:04:26.523,,,,2,,
71,2,,2008-08-01T13:37:59.723,76,,"<p>Here's a general description of a technique for calculating pi that I learnt in high school.</p>

<p>I only share this because I think it is simple enough that anyone can remember it, indefinitely, plus it teaches you the concept of ""Monte-Carlo"" methods -- which are statistical methods of arriving at answers that don't immediately appear to be deducible through random processes.</p>

<p>Draw a square, and inscribe a quadrant (one quarter of a semi-circle) inside that square (a quadrant with radius equal to the side of the square, so it fills as much of the square as possible)</p>

<p>Now throw a dart at the square, and record where it lands -- that is, choose a random point anywhere inside the square. Of course, it landed inside the square, but is it inside the semi-circle? Record this fact.</p>

<p>Repeat this process many times -- and you will find there is a ratio of the number of points inside the semi-circle versus the total number thrown, call this ratio x.</p>

<p>Since the area of the square is r times r, you can deduce that the area of the semi circle is x times r times r (that is, x times r squared). Hence x times 4 will give you pi. </p>

<p>This is not a quick method to use. But it's a nice example of a Monte Carlo method. And if you look around, you may find that many problems otherwise outside your computational skills can be solved by such methods.</p>
",49,63550,,2012-05-25T21:09:03.593,2012-05-25T21:09:03.593,,,,1,,
72,1,,2008-08-01T13:38:27.133,39,1337,"<p>I want to format my existing comments as 'RDoc comments' so they can be viewed using <code>ri</code>.</p>

<p>What are some recommended resources for starting out using RDoc?</p>
",25,2909897,Gaius,2016-12-30T06:56:18.310,2016-12-30T06:56:18.310,How do I add existing comments to RDoc in Ruby?,<ruby><rdoc>,2,1,1,
73,2,,2008-08-01T13:40:16.443,18,,"<p>@Jax: The <code>extern ""C""</code> thing matters, very very much. If a header file doesn't have one, then (unless it's a C++-only header file), you would have to enclose your <code>#include</code> with it:</p>

<pre><code>extern ""C"" {
#include &lt;sys/socket.h&gt;
// include other similarly non-compliant header files
}
</code></pre>

<p>Basically, anytime where a C++ program wants to link to C-based facilities, the <code>extern ""C""</code> is vital. In practical terms, it means that the names used in external references will not be mangled, like normal C++ names would. <a href=""http://www.parashift.com/c++-faq-lite/mixing-c-and-cpp.html"" rel=""noreferrer"">Reference.</a></p>
",13,13,Chris Jester-Young,2008-08-01T13:54:25.510,2008-08-01T13:54:25.510,,,,0,,
76,2,,2008-08-01T13:44:35.843,17,,"<p>I believe the easiest way would be to follow Jeff's own advice and have a look around existing code. Try looking at Wordpress, Drupal, Joomla and other well known PHP-based CMS's to see how their API hooks look and feel. This way you can even get ideas you may have not thought of previously to make things a little more rubust.</p>

<p>A more direct answer would be to write general files that they would ""include_once"" into their file that would provide the usability they would need. This would be broken up into categories and NOT provided in one MASSIVE ""hooks.php"" file. Be careful though, because what ends up happening is that files that they include end up having more and more dependencies and functionality improves. Try to keep API dependencies low. I.E fewer files for them to include.</p>
",50,,,,2008-08-01T13:44:35.843,,,,1,,
77,2,,2008-08-01T13:46:00.097,156,,"<p>You could use an Observer pattern.  A simple functional way to accomplish this:</p>

<pre><code>&lt;?php

/** Plugin system **/

$listeners = array();

/* Create an entry point for plugins */
function hook() {
    global $listeners;

    $num_args = func_num_args();
    $args = func_get_args();

    if($num_args &lt; 2)
        trigger_error(""Insufficient arguments"", E_USER_ERROR);

    // Hook name should always be first argument
    $hook_name = array_shift($args);

    if(!isset($listeners[$hook_name]))
        return; // No plugins have registered this hook

    foreach($listeners[$hook_name] as $func) {
        $args = $func($args); 
    }
    return $args;
}

/* Attach a function to a hook */
function add_listener($hook, $function_name) {
    global $listeners;
    $listeners[$hook][] = $function_name;
}

/////////////////////////

/** Sample Plugin **/
add_listener('a_b', 'my_plugin_func1');
add_listener('str', 'my_plugin_func2');

function my_plugin_func1($args) {
    return array(4, 5);
}

function my_plugin_func2($args) {
    return str_replace('sample', 'CRAZY', $args[0]);
}

/////////////////////////

/** Sample Application **/

$a = 1;
$b = 2;

list($a, $b) = hook('a_b', $a, $b);

$str  = ""This is my sample application\n"";
$str .= ""$a + $b = "".($a+$b).""\n"";
$str .= ""$a * $b = "".($a*$b).""\n"";

$str = hook('str', $str);
echo $str;
?&gt;
</code></pre>

<p><strong>Output:</strong></p>

<pre><code>This is my CRAZY application
4 + 5 = 9
4 * 5 = 20
</code></pre>

<p><strong>Notes:</strong></p>

<p>For this example source code, you must declare all your plugins before the actual source code that you want to be extendable.  I've included an example of how to handle single or multiple values being passed to the plugin.  The hardest part of this is writing the actual documentation which lists what arguments get passed to each hook.</p>

<p>This is just one method of accomplishing a plugin system in PHP.  There are better alternatives, I suggest you check out the WordPress Documentation for more information.</p>

<p><em>Sorry, it appears underscore characters are replaced by HTML entities by Markdown?  I can re-post this code when this bug gets fixed.</em></p>

<p><em>Edit: Nevermind, it only appears that way when you are editing</em></p>
",40,4380409,,2017-02-20T11:18:33.207,2017-02-20T11:18:33.207,,,,3,,2011-02-10T01:43:58.203
78,2,,2008-08-01T13:53:06.357,55,,"<p>It sounds like <code>this.Opacity</code> is a double value, and the compiler doesn't like you trying to cram a decimal value into it.</p>
",55,967315,,2012-10-14T11:54:40.347,2012-10-14T11:54:40.347,,,,0,,
79,1,62853,2008-08-01T13:56:33.837,41,10800,"<p>The version of <strong>Subclipse (1.2.4)</strong> currently available through Aptana's automatic <em>Plugins Manager</em> does not work with the newest version of Subversion.</p>

<p>I see on the Subclipse website however that they have 1.4.2 out for Eclipse. So I added a <a href=""http://subclipse.tigris.org/update_1.4.x"" rel=""noreferrer"">new remote update site</a> to my Update manager. When I tried to install it, it told me I needed <strong>Mylyn 3.0.0</strong>. So after much searching I found Mylyn 3.0.0 and added <a href=""http://download.eclipse.org/tools/mylyn/update/e3.3"" rel=""noreferrer"">another new remote update site</a> to my update manager. Then when I tried to install that, it told me I needed <strong>org.eclipse.ui 3.3.0</strong> or equivalent.</p>

<p>Looking at the configuration details for Aptana, it looks like it is built against eclipse 3.2.2.</p>

<p>Does anyone know if there is a way to upgrade the version of Eclipse Aptana that is built against to 3.3.0? Or if there is some other way to get Subclipse to work with the very newest version of Subversion?</p>

<p>I know this isn't necessarily a ""programming"" question, but I hope it's ok since it's highly relevant to the programming experience.</p>
",58,415755,Gaius,2016-03-10T03:47:08.200,2016-03-10T03:47:08.200,Getting Subclipse in Aptana to work with the newest release of Subversion,<eclipse><svn><aptana><subclipse>,4,0,1,
80,1,124,2008-08-01T13:57:07.033,43,5229,"<p>I've written a database generation script in <a href=""http://en.wikipedia.org/wiki/SQL"" rel=""noreferrer"">SQL</a> and want to execute it in my <a href=""http://en.wikipedia.org/wiki/Adobe_Integrated_Runtime"" rel=""noreferrer"">Adobe AIR</a> application:</p>

<pre><code>Create Table tRole (
    roleID integer Primary Key
    ,roleName varchar(40)
);
Create Table tFile (
    fileID integer Primary Key
    ,fileName varchar(50)
    ,fileDescription varchar(500)
    ,thumbnailID integer
    ,fileFormatID integer
    ,categoryID integer
    ,isFavorite boolean
    ,dateAdded date
    ,globalAccessCount integer
    ,lastAccessTime date
    ,downloadComplete boolean
    ,isNew boolean
    ,isSpotlight boolean
    ,duration varchar(30)
);
Create Table tCategory (
    categoryID integer Primary Key
    ,categoryName varchar(50)
    ,parent_categoryID integer
);
...
</code></pre>

<p>I execute this in Adobe AIR using the following methods:</p>

<pre><code>public static function RunSqlFromFile(fileName:String):void {
    var file:File = File.applicationDirectory.resolvePath(fileName);
    var stream:FileStream = new FileStream();
    stream.open(file, FileMode.READ)
    var strSql:String = stream.readUTFBytes(stream.bytesAvailable);
    NonQuery(strSql);
}

public static function NonQuery(strSQL:String):void {
    var sqlConnection:SQLConnection = new SQLConnection();
    sqlConnection.open(File.applicationStorageDirectory.resolvePath(DBPATH));
    var sqlStatement:SQLStatement = new SQLStatement();
    sqlStatement.text = strSQL;
    sqlStatement.sqlConnection = sqlConnection;
    try {
        sqlStatement.execute();
    } catch (error:SQLError) {
        Alert.show(error.toString());
    }
}
</code></pre>

<p>No errors are generated, however only <code>tRole</code> exists. It seems that it only looks at the first query (up to the semicolon- if I remove it, the query fails). Is there a way to call multiple queries in one statement?</p>
",26,3641067,modesty,2017-04-28T13:42:44.903,2018-08-27T01:12:05.427,SQLStatement.execute() - multiple queries in one statement,<flex><actionscript-3><air>,3,0,2,
