id,reputation,creationdate,displayname,lastaccessdate,websiteurl,location,aboutme,views,upvotes,downvotes,profileimageurl,accountid
482,735,2008-08-06T08:54:09.530,Thejesh GN,2019-01-25T06:46:13.643,http://thejeshgn.com,"Bangalore, Karnataka, India","<p>{Thejesh GN ⏚ ತೇಜೇಶ್ ಜಿ.ಎನ್} Hacker, Maker, Blogger, InfoActivist, Developer, Web, Free &amp; Open SW/HW/Data/Internet, Traveller,  0xBFFC8DD3C06DD6B0</p>

<p><a href=""http://twitter.com/thej"" rel=""nofollow noreferrer"" title=""Thej on Twitter"">@thej on Twitter</a></p>

<p><a href=""https://thejeshgn.com"" rel=""nofollow noreferrer"" title=""My Blog"">My Blog</a></p>
",421,58,0,,383
483,6275,2008-08-06T08:54:52.337,Nidonocu,2019-03-01T09:51:18.813,,"Stafford, United Kingdom","<p>A strange creature that enjoys web and desktop development, not to mention unhealthy amounts of Halo. One of those rare entities that enjoys both code and UI design.</p>
",438,386,27,,384
484,1064,2008-08-06T09:04:41.567,Tim Trueman,2019-03-02T23:34:19.687,https://timtrueman.com/,"Seattle, WA, USA",,177,39,1,https://i.stack.imgur.com/JyZdl.jpg?s=128&g=1,385
486,11261,2008-08-06T09:19:11.880,grom,2019-02-27T02:46:35.457,http://grom.zeminvaders.net,Australia,Currently working on custom in-house intranet applications written in mostly PHP. Also experienced in Java.,1213,167,6,,386
487,873,2008-08-06T09:46:18.830,Nick Masao,2019-02-20T19:46:05.530,http://www.nickmasao.com,,"<p>.NET Software Developer</p>

<p>Twitter - @nickmasao</p>
",172,510,2,,387
488,3199,2008-08-06T09:52:47.523,Anthony Cramp,2017-04-06T06:29:52.293,http://www.anthonycramp.name,Australia,"Semi-literate, semi-shaved, primate.",332,964,10,,388
489,8843,2008-08-06T09:59:30.410,David Wengier,2019-02-28T23:39:09.910,http://wengier.com/,"Melbourne, Australia","<p>Coder of things #SOreadytohelp</p>
",692,37,4,,389
491,160,2008-08-06T10:06:45.187,Conrad Halling,2008-08-08T10:04:35.703,http://sphaerula.com/wordpress/,United States,"I am a bioinformatics scientist, marathoner, astronomy buff, Apple fanboy, and reader. I use the following languages regularly, in this order: Perl, R, C, C++. In the past I have used PHP, Z80 assembler, but I've forgotten practically everything I once knew about these. I am a novice with Python, C#, Visual Basic, Java.
",113,0,0,,390
492,5505,2008-08-06T10:17:26.507,CAD bloke,2019-02-28T19:55:52.577,https://www.CADbloke.com,"Newcastle NSW, Australia","<p>Made: <a href=""https://www.tvCAD.tv/"" rel=""nofollow noreferrer"">tvCAD.tv</a> - automated cable schedules from Television (or data centre) wiring drawings</p>

<p>Made: <a href=""https://www.CADreplace.com/"" rel=""nofollow noreferrer"">CAD find &amp; Replace</a> - because the standard one is crap and Regex should be everywhere, amirite?</p>

<p>I design Television Stations and write code to automate that. I raced small yachts on big oceans...way back when I had time. Now I have code and kids.</p>
",2633,5565,15,,391
493,56727,2008-08-06T10:25:05.493,lomaxx,2017-07-24T04:19:34.223,http://keypay.com.au,Australia,"<p>Co-Founder of KeyPay - Simple, intuitive, cloud-based payroll system for small to medium Australian businesses</p>
",3047,1550,148,,392
497,8202,2008-08-06T11:31:57.603,Chris Bartow,2019-02-27T16:10:24.650,https://chrisbartow.com/,"Morristown, NJ","<p>I'm a photographer now.</p>

<p>I use to do web stuff in php/mysql + jQuery.</p>
",496,156,8,,393
499,1,2008-08-06T11:34:59.830,bps,2018-04-25T20:39:40.053,http://bsmyth.net,"Pittsburgh, PA",,598,0,0,,394
500,128,2008-08-06T12:03:28.197,Jason Tennier,2019-03-01T15:15:25.177,http://supergenius.ca,Canada,,163,16,1,,395
501,7492,2008-08-06T12:11:33.623,Michal Sznajder,2019-02-26T14:33:32.760,http://none,Poland,Random developer.,601,562,14,,396
503,103,2008-08-06T12:17:31.037,littlecharva,2008-08-13T16:29:58.160,,,,46,0,0,,397
504,1086,2008-08-06T12:44:37.927,Thomas,2019-02-04T19:40:40.847,,United States,"<p>Information technology professional capable of leading projects throughout the full life cycle on tight deadlines in a fast-paced environment.  Strong analytical, programming, and communication skills.  Experience developing business intelligence and web applications for both internal and external customers and integrating them to form cohesive systems.  Strong team member with experience using Agile and Waterfall project methodologies.</p>
",74,77,3,https://i.stack.imgur.com/DZ0Rt.jpg,398
506,2849,2008-08-06T12:56:30.087,Matthew Ruston,2019-03-01T21:26:45.110,,"Sarnia, Canada","<p>Software engineer, DBA, video gamer, dad.</p>
",615,4193,28,https://i.stack.imgur.com/XetTZ.jpg,399
507,36797,2008-08-06T13:04:33.470,Joseph Daigle,2019-03-01T16:10:23.230,http://josephdaigle.me,"Atlanta, GA","<p>hacker, husband, father, and poodle owner</p>
",1140,509,84,,400
509,1021,2008-08-06T13:10:37.157,SitWalkStand,2019-03-01T21:16:01.397,http://www.sitwalkstand.net,United States,"<p>.NET developer enjoys technology and keeping up with software development</p>
",143,66,0,,401
510,17252,2008-08-06T13:19:18.200,Evan Shaw,2019-03-03T04:15:38.357,,"Auckland, New Zealand","<p>I have a history in embedded systems with C and C++, but now work on high performance servers in Go.</p>

<p>I love programming languages and can find something to like just about anywhere. I wish I had more time to spend learning about compilers.</p>
",1078,174,11,,402
511,207,2008-08-06T13:22:48.427,krujos,2016-05-08T02:24:05.947,,"St. Paul, MN",,47,83,1,,403
512,1276,2008-08-06T13:26:59.290,Jason Sparks,2014-07-19T16:30:51.060,http://twitter.com/jsparksman,United States,Rock & roller. Tech dabbler. Information addict.,101,18,3,,404
514,2650,2008-08-06T13:59:16.760,James Hall,2019-03-02T20:33:53.360,http://imjameshall.com,"Atlanta, GA","<ul>
<li>Co-Founder of ImGame <a href=""http://imga.me"" rel=""nofollow"">http://imga.me</a></li>
<li>Tech Lead at 352 Inc - <a href=""http://352inc.com"" rel=""nofollow"">http://352inc.com</a></li>
<li>Formerly Technology Directory at Maxmedia - <a href=""http://maxmedia.com"" rel=""nofollow"">http://maxmedia.com</a></li>
<li>Formerly Associate Dir. Of Technology at AgencyNet Interactive - <a href=""http://www.agencynet.com"" rel=""nofollow"">http://www.agencynet.com</a></li>
</ul>
",467,164,12,https://graph.facebook.com/33001383/picture?type=large,405
517,4403,2008-08-06T14:01:37.147,Adam V,2019-03-01T17:48:28.600,,"Houston, TX","<p>Not much to tell! Professional developer; always looking to learn; huge fan of SO.</p>
",408,565,13,,407
518,3327,2008-08-06T14:07:17.040,Telcontar,2019-03-01T11:53:26.877,http://www.chema.ya.st,Spain,Java Desktop developer,547,137,6,,408
519,1399,2008-08-06T14:09:46.617,Otto,2018-12-07T14:59:08.920,,"Eugene, Oregon United States",,117,58,2,,409
520,2729,2008-08-06T14:11:47.313,aceinthehole,2019-03-01T18:01:37.187,http://www.kevinkinnett.com,"Marietta, GA, United States","<p>I am a software engineer working in Atlanta, GA. My experience is primarily in, but not limited to .Net, C#, ASP.NET, BizTalk, SharePoint, SSIS, MS Sql Server 2005/08, Visual Studio 2005/08/10, javascript, XML, etc.
</p></p>

<p>
I am currently a consultant working on BizTalk and SharePoint projects, as well as custom .Net and ASP.NET apps.
</p>

<p>
If you enjoyed or benifited from any of my questions/answers consider sending me some BitCoins at 1Sb25Aq18igwN29X4qdiBDzyP2VxrkWD3. If you don't know what BitCoins are, check them out at BitCoin.org
</p>

<p></p></p>
",387,103,2,https://i.stack.imgur.com/olIJN.jpg,410
521,4361,2008-08-06T14:16:34.980,palmsey,2019-03-01T20:12:36.323,,United States,,261,450,2,,411
522,1108,2008-08-06T14:24:03.357,Ed.,2012-08-23T17:57:43.070,,,,626,152,22,,412
525,5323,2008-08-06T14:41:28.690,pc1oad1etter,2016-09-12T18:23:44.157,,,,662,131,14,,413
527,874,2008-08-06T14:44:09.103,ggasp,2019-01-14T12:01:18.763,http://gasparolo.com/gabriel,Chile,"<p>I'll upvote every answer to my questions!</p>

<p><a href=""http://www.hackernewsers.com/users/ggasp.html"" rel=""nofollow noreferrer"">http://www.hackernewsers.com/users/ggasp.html</a></p>
",162,135,4,,414
528,1191,2008-08-06T14:45:05.420,Nick Brosnahan,2018-08-31T18:51:59.697,http://nick.brosnahan.org,"Paris, France","<p>Recently, a Software Engineer at Apple.
I used to work on the iCloud account system.</p>
",225,159,5,,415
529,578,2008-08-06T14:52:01.913,guitsaru,2017-03-08T00:36:05.380,http://relativelyearly.com,United States,,61,7,1,,416
533,18387,2008-08-06T15:17:04.280,Curt Hagenlocher,2019-02-19T04:47:23.010,http://blogs.msdn.com/curth/,"Seattle, WA, US","<p>I'm a programmer at Microsoft working on Power Query.</p>
",1032,93,17,,417
534,2003,2008-08-06T15:17:19.663,Stephen Cox,2015-11-19T19:43:28.023,http://www.stephencox.org,"Fort Lauderdale, FL","Mainframe geek learning new ""tricks"".",431,98,6,,418
535,3179,2008-08-06T15:28:45.100,Jay Hofacker,2017-05-15T19:48:39.213,http://www.linkedin.com/in/jayhofacker,"Indianapolis, IN","Microsoft Dynamics AX software consultant at <a href=""http://www.bkdtechnologies.com/AX/"" rel=""nofollow"">BKD Technologies</a>",273,22,1,,419
536,42613,2008-08-06T15:30:22.677,Judah Gabriel Himango,2019-02-28T21:51:41.700,https://debuggerdotbreak.judahgabriel.com,"Savage, MN","<p>Web developer, speaker, entrepreneur, startup founder, musician, dad, husband, Jewish follower of Jesus.</p>

<ul>
<li>I created Youth Service Network's <a href=""https://ysnmn.org"" rel=""nofollow noreferrer"">YsnMN</a>. It's an awesome project to help homeless youth in Minnesota. I
<a href=""https://debuggerdotbreak.judahgabriel.com/2015/01/14/show-and-tell-beds-and-services-for-homeless-youth/"" rel=""nofollow noreferrer"">blogged about it here</a>, and that blog post made it to the <a href=""https://news.ycombinator.com/item?id=8886588"" rel=""nofollow noreferrer"">front
page of HackerNews</a> - woohooo!)</li>
<li>I created <a href=""http://messianicradio.com"" rel=""nofollow noreferrer"">Chavah</a>, a Pandora-like PWA for the Messianic Jewish religious community.</li>
<li>I'm a <a href=""https://ravendb.net"" rel=""nofollow noreferrer"">RavenDB</a> enthusiast and helped create <a href=""http://live-test.ravendb.net"" rel=""nofollow noreferrer"">Raven Studio</a>.</li>
<li>I help run <a href=""https://twincitiescodecamp.com"" rel=""nofollow noreferrer"">Twin Cities Code Camp</a> and built <a href=""https://twincitiescodecamp.com"" rel=""nofollow noreferrer"">TwinCitiesCodeCamp.com</a>.</li>
<li>I built 3M's <a href=""https://3m.com/vas"" rel=""nofollow noreferrer"">Visual Attention Software</a>.</li>
<li>I'm the creator of <a href=""https://messianicchords.com"" rel=""nofollow noreferrer"">MessianicChords.com</a>, an ad-free HTML5 site for lyrics and guitar chords to Messianic Jewish music.</li>
<li>I built <a href=""http://etzmitzvot.com"" rel=""nofollow noreferrer"">EtzMitzvot.com</a>, a fun project visualizing the relationship between commandments in the Hebrew Bible.</li>
<li>I blog about software at <a href=""http://debuggerdotbreak.judahgabriel.com"" rel=""nofollow noreferrer"">DebuggerDotBreak</a>, and on life and faith over at <a href=""https://blog.judahgabriel.com"" rel=""nofollow noreferrer"">Kineti</a>.</li>
</ul>
",3924,2788,176,,420
537,2927,2008-08-06T15:32:33.530,James Avery,2018-09-21T02:09:23.750,http://adzerk.com,"Raleigh, NC","<p>Founder and CEO of Adzerk (http://adzerk.com). </p>

<p>I am a software developer living in the Raleigh, NC area where I run Adzerk. I also co-founded TekPub and Epic Win Hosting.</p>

<p>I have written a number of books and articles, the most recent being Windows Developer Power Tools for O'Reilly.</p>
",550,160,11,,421
538,891,2008-08-06T15:35:43.667,Eric Lamb,2017-01-04T07:03:28.437,http://mithra62.com,United States,"<p>I live in Los Angeles and am a freelance programmer.</p>
",198,171,16,,422
539,1001,2008-08-06T15:37:07.530,Daniel J. Pritchett,2018-05-14T01:01:58.587,http://dpritchett.net,"Memphis, TN","<p>Rails, Python, enterprise BI.</p>
",133,366,1,,423
541,7589,2008-08-06T15:38:13.053,Nathan,2019-02-25T17:49:27.697,http://www.thefreakparade.com,"Santa Rosa, CA","I am made mostly of tinfoil, and yet...and yet I know how much I mean to you, and I accept that in myself, in the tinfoil pocket where my heart sloshes back and forth as I walk. If you have ever felt like you were committing murder when you cracked an egg for your breakfast, please realize the embryonic chicken was dead long ago. If chicken fetuses could survive refrigeration, why would their mothers sit on them in order to make them hatch? Try to use some of the common sense god gave you and I think we'll all have a better day.",549,131,8,,424
543,14965,2008-08-06T15:41:31.237,bpapa,2019-02-20T21:58:31.390,http://twitter.com/bpapa,"New York, New York United States","<p>iOS engineer</p>
",2000,679,156,https://graph.facebook.com/547245455/picture?type=large,425
544,5888,2008-08-06T15:58:13.090,Mike McMaster,2019-03-02T22:07:44.257,http://mikemcmaster.com,"Los Angeles, CA","<p>Startin' up.</p>
",520,168,10,,426
547,2543,2008-08-06T16:09:22.707,mauriciopastrana,2009-05-02T17:02:53.393,http://www.mauriciopastrana.com,United States,Internet Guru. Last of a Dying Breed. Jah! Right.,257,109,0,,427
548,1540,2008-08-06T16:19:07.167,Ramiro Berrelleza,2019-03-01T01:14:58.517,http://about.me/rberrelleza,"San Francisco, CA","<p>Software Developer at Atlassian, member of the HipChat team. Specialized in Cloud Services, Virtual Appliances, messaging applications and web apis. Formerly of ElasticBox and Microsoft (go ServiceBus!)</p>

<p>Really interested in cloud computing, containers, IOT and Home Automation.</p>
",276,146,7,,428
549,12625,2008-08-06T16:20:06.150,Josh Kodroff,2019-02-19T23:10:27.993,http://joshkodroff.com,"Philadelphia, PA","<p>Senior Engineer at eMoney Advisor.</p>

<p>Work stuff I know how to do: agile development, C#, ASP.NET MVC, Domain Driven Design, NServiceBus, CQRS, The JavaScripts, continuous integration, automated deployment</p>

<p>Work stuff I want to know how to do better: functional programming, more JavaScripts, better devops, event sourcing</p>

<p>Outside-of-work interests include: making music (bass and guitar), cooking noms, general lulz</p>
",1340,1569,47,,429
550,3320,2008-08-06T16:22:46.190,Juan,2019-03-02T14:14:04.173,http://www.linkedin.com/in/juancivile,"Buenos Aires, Argentina",,237,452,17,,430
551,930,2008-08-06T16:24:59.900,Dylan Bennett,2017-12-30T20:38:37.663,http://mboffin.com,Oregon,"There's nobody else like me. I checked.<br /><br />

secretGeek wrote: ""currently stack overflow suffers from too many great people ready to answer questions -- not enough 'unwashed masses' asking""<br /><br />

One unwashed mass at your service. I've got tons of unwashed questions.",202,16,1,,431
552,305,2008-08-06T16:25:06.607,Angus,2019-02-28T15:46:18.370,,DFW,"<p>Web development and Java consultant in DFW area.</p>
",26,180,1,https://i.stack.imgur.com/OzE5Y.jpg,432
553,472,2008-08-06T16:26:02.627,Brad Choate,2017-08-29T04:17:53.220,http://bradchoate.com/,"San Francisco, CA",,60,5,1,,433
555,3403,2008-08-06T16:43:59.753,Hunter,2019-03-02T21:47:31.403,http://www.hanchorllc.com,"Santa Barbara, CA","<p>iOS developer of Vegas Mate and other apps.</p>
",654,103,27,,434
556,5322,2008-08-06T16:48:23.970,deadprogrammer,2019-02-12T18:45:21.817,http://www.deadprogrammer.com,"New York, NY","Web developer, blogger, content management specialist. 

Major switches in life: Soviet Union to the US, single to married, PC to Mac, ASP to PHP, Sharepoint to Drupal.

My blog is actually readable, people tell me. Go check it out at http://www.deadprogrammer.com",2123,452,95,,435
557,1038,2008-08-06T17:12:26.420,MattSayar,2018-12-26T17:41:56.483,http://mattsayar.com,"Colorado Springs, CO","<p>Junior Software Dev for a large engineering company <br>
I've been programming professionally since I was a senior in high school, <a href=""http://www.codinghorror.com/blog/archives/000051.html"" rel=""nofollow"">I suck at it</a>, and I want to do better.</p>
",325,263,1,,436
560,3441,2008-08-06T17:55:23.947,Jeremy Privett,2019-03-01T21:02:08.870,http://www.jeremyprivett.com,United States,"<p>Educator. Community Organizer. Consultant.</p>

<p>I teach Mid- and Senior-level Developers how to be more effective.</p>

<p>I teach development teams how to be more efficient and focus on the right things.</p>

<p><a href=""http://www.jeremyprivett.com"" rel=""nofollow"">http://www.jeremyprivett.com</a></p>
",217,45,44,,437
563,3212,2008-08-06T18:24:06.070,Yann Trevin,2019-02-28T15:15:57.390,http://www.interfacingreality.blogspot.com,"Luxembourg City, Luxembourg","<p>Corporate software engineer working as .NET developer in the research center of a large tire manufacturing company.</p>

<p>Contributor to the <a href=""http://gallio.org"" rel=""nofollow"">Gallio</a> OSS project and Core Team Member since 2009.<br>
<a href=""http://gallio.org"" rel=""nofollow""><img src=""http://gallio.org/images/EchoLink100.png"" alt=""Gallio""></a></p>
",313,590,9,,438
564,11,2008-08-06T18:30:28.057,dev-andrey,2018-10-20T15:51:54.227,,United States,,27,1,0,,439
565,1558,2008-08-06T18:51:58.013,Cade,2019-02-22T23:20:05.847,http://www.google.com,United States,Application Developer,169,53,5,,440
567,5193,2008-08-06T19:14:16.970,Tanerax,2019-02-27T01:50:32.480,http://tanerax.com/,Canada,"<p>Been developing using various languages for the last 15+ years. QBasic, C/C++, Visual Basic, C#, Java, Python, ColdFusion, Javascript, Ruby...</p>
",211,23,0,,441
568,4104,2008-08-06T19:50:58.627,David McGraw,2018-05-23T13:05:23.103,http://moonlitsolutions.com,"Wichita, KS, United States","<p>I build tech startups, write and   .️Hang around a while. Semper Fi </p>
",592,207,37,,442
570,11,2008-08-06T20:13:45.133,Ghirai,2009-10-29T14:23:41.350,http://nodereality.com,,,96,0,0,,443
571,16646,2008-08-06T20:19:59.067,Lance Fisher,2019-03-02T20:48:58.713,,"Missoula, MT","<ul>
<li>Missoula .NET Users Group Founder</li>
<li>Father</li>
<li>Husband</li>
<li>Ultra runner
<li>Believer</li>
<li>Snowboarder</li>
<li>Math Geek</li>
<li>Learning Russian</li>
<li>Learning Spanish</li>
</ul>
",1622,2530,50,,444
572,70534,2008-08-06T20:56:54.547,Thomas Owens,2019-03-02T16:45:00.370,https://thomasjowens.com/,"Cambridge, MA, United States","<p>I'm a software engineer with experience across the software development lifecycle. My primary interest is software development methodologies and software process improvement. My CV is available on <a href=""https://stackoverflow.com/story/thomasjowens"">Stack Overflow Careers</a> and <a href=""http://www.linkedin.com/in/thomasjowens"" rel=""nofollow noreferrer"">LinkedIn</a>. I'm also a runner, a hobbyist photographer, an avid reader, and a casual gamer.</p>
",13929,2946,204,https://i.stack.imgur.com/Cc7mM.jpg?s=128&g=1,445
573,43480,2008-08-06T21:00:42.387,abyx,2019-02-25T09:14:44.437,https://avivbenyosef.com,Israel,"<p>Heyo,</p>

<p>I help tech executives bridge knowledge gaps (their own or their team's): Strategy, architecture, and coaching.</p>

<p>Even the best teams can raise their bar and perform better, and I provide an outside perspective about your processes, developer experience, communication and more.</p>

<p>Hit me up on my site at <a href=""https://avivbenyosef.com"" rel=""nofollow noreferrer"">https://avivbenyosef.com</a></p>
",2300,2521,13,,446
574,1199,2008-08-06T21:11:23.347,Jarin Udom,2015-02-10T19:26:18.387,http://robotmodehq.com,"San Diego, CA","<p>Ruby on Rails / Adobe AIR / Adobe Flex developer specializing in eCommerce and digital media distribution.</p>
<p><a href=""http://twitter.com/jarin"">@jarin</a></p><p><a href=""http://facebook.com/jarin"">facebook</a></p>",161,132,7,,447
575,777,2008-08-06T21:14:57.037,Joe Mahoney,2018-06-29T02:03:39.227,https://iterative.co.nz,,,101,87,12,,448
576,2491,2008-08-06T21:34:52.630,Eddie,2019-03-01T17:34:51.170,http://www.usdm.net,"Corpus Christi, TX","<p>I am a web developer in south Texas primarily using C# .NET and PHP.</p>
",275,1514,2,https://i.stack.imgur.com/hUQc3.jpg?s=128&g=1,449
577,5704,2008-08-06T21:36:25.590,Sam McAfee,2016-10-05T21:49:21.307,http://www.startuppatternsbook.com/get-help/,"Oakland, CA","<p>I help entrepreneurs build and scale startup companies, find product-market fit, and improve software products and teams.</p>

<p>For fifteen years I have helped technology product teams to be successful and deliver meaningfully for the business. I have long been an active member of the Agile, Lean Startup and Kanban communities in the Bay Area.</p>

<p>Find out more -> <a href=""http://www.startuppatternsbook.com/"" rel=""nofollow"">http://startuppatternsbook.com</a></p>
",792,216,5,,450
578,3018,2008-08-06T22:07:45.527,axk,2019-03-02T22:08:01.027,,"Minsk, Belarus",,672,1174,27,,451
580,16494,2008-08-06T22:30:28.227,Brian Leahy,2013-01-30T19:24:15.533,,Arizona,I'm a .net developer working in wpf and silverlight primarily.,1005,181,101,,453
581,4961,2008-08-06T22:42:01.667,JeremiahClark,2009-10-15T14:04:45.910,http://blogs.msdn.com/miah,Maryland,I work as a .NET Development Consultant for Microsoft in the DC Metro area.,116,23,10,,454
582,148738,2008-08-06T22:43:52.490,Lily Ballard,2019-02-26T19:13:12.843,,"San Francisco, California, United States","<p>iOS Developer at Twitch. Open source contributor. Programming language aficionado. She/her.</p>
",7177,722,140,https://i.stack.imgur.com/ev49G.png?s=128&g=1,455
584,993,2008-08-06T23:46:37.340,Eltariel,2018-02-26T02:11:16.457,http://eltariel.com,"Newcastle, Australia","<p>I am me. That is all for now.</p>
",150,131,8,,456
586,3385,2008-08-07T00:14:14.273,jlleblanc,2019-02-23T20:40:46.347,http://www.jlleblanc.com,"Austin, TX","<p>I program mainly in JavaScript and PHP; finding myself increasingly working with Ruby. I'm also interested in schemaless databases (CouchDB, Mongo, etc...). When I'm not at Meetups in Austin, I'm coding for <a href=""http://bigcommerce.com"" rel=""nofollow noreferrer"">BigCommerce</a> and <a href=""http://www.lynda.com/JosephLeBlanc"" rel=""nofollow noreferrer"">authoring videos</a> for Lynda.com.</p>
",496,245,6,,458
588,9775,2008-08-07T00:22:53.757,Kieron,2019-03-01T01:50:00.123,,Australia,"Senior Software Engineer in Melbourne, Australia.",295,58,3,,459
590,2403,2008-08-07T00:24:39.713,Kevin Sheffield,2017-02-17T14:35:31.337,http://www.ksheffield.com,Virginia,Young guy trying to learn,396,68,13,,460
592,20111,2008-08-07T00:51:32.107,saschabeaumont,2017-10-12T04:28:05.000,http://www.eyeonit.com.au,"Maroochydore, Queensland, Australia","<p>Former professional install ninja, spent some years working on cloud platform infrastructure/capacity for bing.com in Seattle. Now in Sunshine Coast, Australia</p>
",2045,1508,179,,461
598,45500,2008-08-07T02:49:41.620,Haacked,2019-02-23T23:11:10.703,http://haacked.com/,"Bellevue, Washington United States","<p>I Rock</p>
",9563,214,13,,462
602,186,2008-08-07T05:07:46.833,David Yu,2018-04-21T06:27:31.533,,United States,Network Security,41,2,0,,463
604,86,2008-08-07T05:58:55.343,swartzrock,2016-10-07T05:10:41.747,,United States,,50,2,0,,464
605,611,2008-08-07T09:30:58.237,winsql,2019-02-27T17:15:06.150,http://www.winsql.com,United Kingdom,"I live in London, England with my partner and lots of computers.  I am a solutions architect and senior lead developer, and responsible for the design and technical architecture of reliable, high-performance, high-availability, trusted and flexible solutions on the Microsoft Windows platform.
<br>
I'm interested in solution architecture, database design, coding standards, architecting and building .NET smart clients.  I also blog on Visual Studio and SQL Server topics - whatever I am thinking about or working on.
<br>
I like to cook, travel, listen music, watch movies and I am Stargate SG-1, Stargate Atlantis, Battlestar Galactica (2003) and Bones fanboy.  I know but it's only television!!",220,52,2,,465
607,5611,2008-08-07T10:12:01.617,Anh Do,2019-03-03T02:37:32.043,http://anh.do,"HCMC, Ho Chi Minh City, Ho Chi Minh, Vietnam","<p>I made <a href=""http://getwritingkit.com"" rel=""nofollow noreferrer"">Writing Kit text editor</a> for iOS.</p>
",501,1063,56,,466
608,9031,2008-08-07T10:23:46.307,Andrew Peters,2014-04-17T22:44:52.497,http://twitter.com/anpete,"Seattle, WA","<p>Microsoft employee working on EF Code First &amp; Migrations.</p>

<p>Creator of EF Power Tools, LightSpeed, NHaml, Inflector.NET, PowerShell Gadget &amp; VS File Explorer.</p>
",1165,49,28,,467
609,9378,2008-08-07T10:26:12.197,Justin Tanner,2019-03-01T21:54:46.297,http://jwtanner.com,"Victoria, BC, Canada","<p>I'm Canadian web developer who likes to dabble in all aspects of programming. I've worked on the back-end feeding data to mobile apps. I've worked on the front-end with several frameworks and have run usability tests for new user interfaces. I also like open source software and try to chip in when I can. Outside of programming I enjoy running, traveling and dancing Brazilian zouk.</p>
",1096,1547,56,,468
611,25027,2008-08-07T10:43:39.387,OJ.,2019-03-01T04:41:52.680,http://buffered.io/,Australia,"<p><a href=""http://about.me/ojreeves"" rel=""nofollow"">About me</a></p>
",3564,547,143,,469
612,1058,2008-08-07T10:44:23.660,rossp,2018-09-11T03:51:25.330,http://www.rossp.org/,Australia,"<p>I'm a consultant specialising in Microsoft Dynamics CRM. On the weekends I'm a casual Django web developer, home brewer, dad and DIY guy in Melbourne, Australia.</p>

<p>If you find my MS CRM answers useful and you want one-on-one help that is tailored to your business, you might want to hire us at <a href=""http://www.pa.com.au"" rel=""nofollow"">Professional Advantage</a> - where I'm a CRM specialist. We also do Microsoft SharePoint, ERP (AX &amp; GP), Wennsoft, Exchange, Cisco networks, and all sorts of other fun stuff.</p>

<p>That said, all answers and comments here are my own and do not represent the views of my employer: they don't influence or endorse anything I do or say online. It's just me, I'm afraid.</p>
",158,86,2,,470
613,3219,2008-08-07T10:47:12.123,mreggen,2019-02-27T11:55:02.843,http://www.i_have_no_page.no,,"<p>Software Engineer based in Oslo, Norway.
Currently employed by Computas AS.</p>
",201,188,18,,471
614,804,2008-08-07T10:47:20.830,deadtime,2019-02-25T12:30:50.730,,"Trondheim, Norway","<p>TAGS: programming, hardware, gaming, movies, music</p>
",77,62,4,,472
615,164081,2008-08-07T11:06:07.373,Matt Hamilton,2019-02-27T01:43:54.977,http://matthamilton.net,"Albury, Australia","<p><a href=""http://twitter.com/mabster"" rel=""nofollow"">Follow me on Twitter!</a></p>

<p><p>Check out my hobby projects:</p>

<dl>
<dt><a href=""http://comicster.net"" rel=""nofollow"">Comicster</a></dt>
<dd>A free, open-source WPF application to manage your comic-book collection.</dd>

<dt><a href=""http://madprops.org/halfwit"" rel=""nofollow"">Halfwit</a></dt>
<dd>A minimalist, open-source, WPF Twitter client.</dd>

<dt><a href=""https://bitbucket.org/mabster/budgie"" rel=""nofollow"">Budgie</a></dt>
<dd>A simple, asynchronous Twitter library for .NET 4 and up.</dd>

<dt><a href=""https://bitbucket.org/mabster/madprops.appargs"" rel=""nofollow"">MadProps.AppArgs</a></dt>
<dd>A library to parse command-line or ClickOnce-URI arguments into an instance of a class.</dd>

<dt><a href=""https://bitbucket.org/mabster/madprops.mvvmlight"" rel=""nofollow"">MadProps.MvvmLight</a></dt>
<dd>A contrib project to add co-routine support to the MVVM Light Toolkit.</dd>
</dl>

<p><br /></p>

<p><p>Feel free to contact me directly (mabster -at- madprops.org).</p><p><a href=""http://twitter.com/mabster"" rel=""nofollow"">@mabster</a></p><p><a href=""https://plus.google.com/100682021276579489812?hl=e"" rel=""nofollow"">Google+</a></p></p>
",9958,1966,69,,473
616,1070,2008-08-07T11:16:13.673,Tomi Kyöstilä,2018-07-13T06:48:44.360,,Finland,,225,264,1,,474
617,482,2008-08-07T11:16:21.583,Vagmi Mudumbai,2019-03-02T02:17:44.943,http://www.vagmim.in,"Chennai, India","<p>Making the world better one line of code at a time.</p>
",287,83,3,,475
618,10827,2008-08-07T11:16:45.763,HS.,2011-10-31T02:27:37.080,http://statictype.org,,,381,51,6,,476
619,20315,2008-08-07T11:18:24.230,Neall,2019-02-20T15:39:29.573,http://twitter.com/neall,"Columbus, OH","<p>softwaremachen</p>
",727,1095,44,,477
620,4533,2008-08-07T11:19:57.050,Ryan Cox,2018-12-07T19:11:32.917,http://www.asciiarmor.com,"Seattle, WA","<p>Infrastructure Engineer</p>
",434,337,3,https://www.gravatar.com/avatar/cfd5ef3d2d80171ee26bcf52a9a3c751?s=128&d=identicon&r=PG&f=1,478
621,975,2008-08-07T11:24:18.960,Jorriss,2018-09-28T14:31:27.943,http://jorriss.net,"Miami, FL","<p>Application Architect, Data Architect and Project Manager</p>
",90,295,1,,479
